standort_equipment;technplatzbezeichng;equipment;equipmentname;ort;wirtschaftseinheit;hersteller;baujahr;antriebsart;anzahl_haltestellen;anzahl_tueren_kabine;anzahl_tueren_schacht;foerdergeschwindigkeit;foerderhoehe;lage;tragkraft;erweiterte_ortsangabe;min_tuerbreite;kabinentiefe;kabinenbreite;kabinenhoehe;tuerhohe;fabriknummer;tuerart;geokoordinaterechtswert;geokoordinatehochwert;ausftextlichebeschreibung
BAHNSTEIG 6/7;Bahnsteig Gleis 6/7;10406752;Personenaufzug;Hildesheim Hbf;2765;OTIS GmbH & Co. OHG;2008;SEIL;     2;     1;     1;;;;    1025;;;;;;;;;;;Aufzug zu Gleis 6/7
;Buchhandlung (0.17);10407102;Personenaufzug Buchladen;Bielefeld Hbf;622;Thyssen Krupp AG;2002;SEIL;     2;     2;     2;;;;;PRIVAT;    900;    2100;    1100;    2300;    2100;216161113;;;;
;Fernbahnsteig B Erdgeschoss Gl. 5/ 6;10408331;AZ Gl. 5/6 - Ring-Bstg./F-Nr: 284007009;Berlin Südkreuz;4859;Thyssen Krupp AG;2006;SEIL;     2;     4;     4;     1;     8,85;INNEN;    1050;"RINGBAHNSTG;GL5/6";    1000;    2250;    960;    2200;    2100;284007009;ZS2;    3796638,8229999999;    5824847,6950000003;Aufzug zu Gleis 5/6
;Bahnsteig A 1/2 Regio;10408546;AZ Gl. 1.2 (Regio)/Fabrik-Nr: 284006116;Berlin-Charlottenburg;537;Thyssen Krupp AG;2009;SEIL;     2;     1;     2;     1;     4,270000000000001;;    630;"GL1/2;AUSGANG";    1000;    2100;    1400;    2300;    2100;284006116;ZS2;    3792198,7119999998;    5827735,9950000001;Aufzug zu Gleis 1/2
;Bahnsteig B 3/4 Regio;10408608;AZ Gl. 3-4 (Regio)/Fabrik-Nr: 284006117;Berlin-Charlottenburg;537;Thyssen Krupp AG;2009;SEIL;     2;     1;     2;     1;     4,33;;    630;GL3/4-AUSGANG;    900;    1400;    1100;    2200;    2100;284006117;ES2;    3792192,0469999998;    5827751,4289999995;Aufzug zu Gleis 3/4
BAHNSTEIG 3;Bahnsteig 3 (Gleis 5/6);10408808;Personenaufzug;Viersen;6415;Thyssen Krupp AG;2009;SEIL;     2;     1;     2;     1;     4,83;;    1000;;;;;;;;;    3318839,023;    5683227,4560000002;Aufzug zu Gleis 5/6
EMPFANGSGEBÄUDE;Bahnsteig 2 (Gleis 3/4);10408809;Personenaufzug;Viersen;6415;Thyssen Krupp AG;2009;SEIL;     2;     2;     2;     1;     4,83;;    1000;;;;;;;;;    3318831,1140000001;    5683213,0070000002;Aufzug zwischen Gleis 3/4 und Empfangsgebäude
BSTG. 2;Bahnsteig 2/3                  BEZIRK II;10408997;HA 1147 Personenaufzug Gl. 2/3;Köln Hbf;3320;;2008;SEIL;     2;     2;     2;     5,5;     5,26;;    1400;;;;;;;;;    3356563,7829999998;    5647317,6449999996;Aufzug zu Gleis 2/3
GLEIS 10/11;S-Bahnsteig 01;10409032; HA 1137 Personenaufzug Gl. 10/11;Köln Hbf;3320;;2008;SEIL;     2;     2;     2;     5,5;     7,07;;    1400;;;;;;;;;;;Aufzug zu Gleis 10/11
1752 / 89 ZAPATTA;Bahnhofgaststätte Zapatta;10409124;Aufzugsanlagen Personen-/ Lastenaufzüge;Heidelberg Hbf;2628;Fa. Thyssen;2009;HYDRAULISCH;     2;;;     1;;;    1050;;;;;;;;;;;
BAHNSTEIG 2;Bahnsteig 1 (Gleis 2);10410568;Personenaufzug;Viersen;6415;Thyssen Krupp AG;2009;SEIL;     2;     2;     2;     1;     4,83;;    1000;;;;;;;;;    3318823,2069999999;    5683198,5300000003;Aufzug zu Gleis 2
;Bahnsteig 3-4;10410615;AZ Gl. 3-4 / Fabrik-Nr: 47KAE606;Wollankstraße;6871;OTIS GmbH & Co. OHG;2005;SEIL;     2;     2;     2;     1;     6,16;AUßEN;    1070;"GL3/4;AUSGANG";    1000;    2330;    940;    2200;    2100;47KAE606;ZS2;;;Aufzug zu Gleis 3/4
;S-Bahnsteig 01;10410616;AZ Gl. 1-2 / Fabrik-Nr: 244003090;Waidmannslust;6472;Thyssen Krupp AG;2004;SEIL;     2;     2;     2;     1;     5,97;AUßEN;    1050;"GL1/2;AUSGANG";    1000;    2260;    960;    2200;    2100;244003090;ZS2;;;Aufzug zu Gleis 1/2
;S-Bahnsteig 01;10410630;AZ Gl. 1-2 (Brücke)/Fabrik-Nr: 47KAH660;Messe Nord / ICC (Witzleben);6840;OTIS GmbH & Co. OHG;2008;SEIL;     2;     1;     2;     1;     7,62;AUßEN;    1000;"GL1/2;AUSGANG";    1000;    1540;    1350;    2200;    2100;284008079;ZS2;;;Aufzug zwischen Gleis 1/2 und Brücke
AUFZUF BSTG 1 (ORTSAUSGANG);Bahnsteig 1 nur noch Zugang;10412030;Aufzug Bstg.1 Nr.283207050;Ludwigshafen-Mundenheim;3838;Thyssen Krupp AG;2009;SEIL;     2;     2;     2;;;;    1500;;;;;;;;;    3458081,2059999998;    5480649,1270000003;
AUFZUG AUF MITTELBAHNSTEIG;Bahnsteig 2;10412031;Aufzug Bstg.2 Nr.283207051 Mitte;Ludwigshafen-Mundenheim;3838;Thyssen Krupp AG;2009;SEIL;     2;     2;     2;;;;;;;;;;;;;    3458094,344;    5480642,0420000004;Aufzug zu Bstg 2 (Mitte)
AUFZUG BEI ZUGANG OST;Bahnsteig 2;10412032;Aufzug Bstg.2 Nr.283207052 Ost;Ludwigshafen-Mundenheim;3838;Thyssen Krupp AG;2009;SEIL;     2;     2;     2;;;;;;;;;;;;;    3458107,375;    5480634,983;"Aufzug zu Bstg 2 ; Zugang Ost"
PERSONENAUFZUG GLEIS 2;Bahnsteig 02  Ri Obervellmar;10413505;Personenaufzug BSTG Gl 2;Vellmar-Osterberg/EKZ;8134;OTIS GmbH & Co. OHG;2008;SEIL;     2;     1;     1;     1;     0;0;    1000;;;;;;;;;    3532137,4909999999;    5691202,6310000001;Aufzug zu Gleis 2 Richtung Obervellmar
BAHNSTEIG 1;Bahnsteig 1;10413714;Aufzug, Bahnsteig 1(Fab. 10193228);Niederlahnstein;4503;Schindler Aufzüge und Fahrtrep;2006;SEIL;     2;     2;     2;     1;     4,18;;    1000;;;;;;;;;    3400345,0630000001;    5576511,0489999996;
BAHNSTEIG 2;Bahnsteig 02;10413715;Aufzug, Bahnsteig 2(Fab. 10193229);Niederlahnstein;4503;Schindler Aufzüge und Fahrtrep;2006;SEIL;     2;     2;     2;     0,8;     4,18;;    1000;;;;;;;;;    3400330,1329999999;    5576504,9280000003;Aufzug zu Bstg 2
AUFZUG MITTELBAHNSTEIG;"Bahnsteig 2; Gl.2/3";10414180;Aufzug Bstg.1 Nr.283207048 Mitte;Ludwigshafen-Rheingönheim;3840;Thyssen Krupp AG;2009;SEIL;     2;     2;     2;;;AUßEN;;;;;;;;;;    3457236,6940000001;    5479071,8890000004;Aufzug zu Gleis 2/3 (Mitte)
AUFZUG ZUGANG OSTSEITE;"Bahnsteig 2; Gl.2/3";10414181;Aufzug Bstg.2 Nr.283207049 Ost;Ludwigshafen-Rheingönheim;3840;Thyssen Krupp AG;2009;SEIL;     2;     2;     2;;;AUßEN;;;;;;;;;;    3457245,8319999999;    5479057,8470000001;Aufzug zu Gleis 2/3 (Ost)
PERSONENAUFZUG GLEIS 2;Bahnsteig 2;10414863;Personenaufzug BSTG 2;Kassel-Kirchditmold;8135;OTIS GmbH & Co. OHG;2008;SEIL;     2;     1;     2;     1;;;    1000;;;;;;;;;    3531578,673;    5687899,5650000004;Aufzug zu Bstg 2
MITTELBSTG ZUR BRÜCKE;Bahnsteig 02 (Gl 2/3);10414877;Aufzug HA 0025;Remscheid Hbf;5217;OTIS GmbH & Co. OHG;2009;SEIL;     2;     1;     2;     1;     6,88;;    1025;;    997;    2206;    1086;    2201;    2171;47NAH975;ZS2;    3374256,4720000001;    5672907,0159999998;Aufzug zwischen Gleis 2/3 und Brücke
GLEIS 4/5;Bahnsteig 3 / (Gleis 4/5);10415329;Personenaufzug HA 338;Limburg (Lahn);3720;Tepper Aufzüge GmbH;2007;SEIL;     2;     2;     2;;     2,86;;    1050;;;;;;;;;    3433445,8840000001;    5583584,7719999999;Aufzug zu Gleis 4/5
BAHNSTEIG 2;Bahnsteig 02;10417102;Kasper Aufzug 2257N10;Bad Rappenau;320;Alois Kasper;2007;SEIL;     2;     2;     2;     0,8;     4,13;AUßEN;    1050;BAHNSTEIG 2;    1000;;;;    2100;2257N10;;    3507481,2540000002;    5455628,875;Aufzug zu Bstg 2
BAHNSTEIG 2/3 - P.TUNNEL;Aufzugsschacht - OTIS;10417240;OTIS - Aufzug 47 NAH 930 - 2/3;Osnabrück Hbf;4787;OTIS GmbH & Co. OHG;2008;SEIL;     2;     2;     2;     1;     3,36;ABGANG A/GLEIS2/3;    1050;BAHNSTEIG 2/3;    900;    2250;    930;    2200;    2100;47NAH930;;    3435994,3829999999;    5793633,7240000004;Aufzug zwischen Gleis 2/3 und Tunnel
BAHNSTEIG 4/5 - P.TUNNEL;Aufzugsschacht - OTIS;10417241;OTIS - Aufzug 47 NAH 931 - 4/5;Osnabrück Hbf;4787;OTIS GmbH & Co. OHG;2008;SEIL;     2;     2;     2;     1;     3,36;ABGANG A/GLEIS4/5;    1050;BAHNSTEIG 4/5;    900;    2250;    930;    2200;    2100;47NAH931;;    3436012,9339999999;    5793624,8439999996;Aufzug zwischen Gleis 4/5 und Tunnel
GLEIS 1;Bahnsteig Gl. 1;10420552;Personenaufzug HA 350;Nidda;4471;Thyssen Krupp AG;2009;SEIL;     2;     2;;;     3;;    1050;;;;;;;;;    3500029,96;    5586135,8679999998;Aufzug zu Gleis 1
GLEIS 2/4;Bahnsteig Gl. 2/4;10420553;Personenaufzug HA 351;Nidda;4471;Thyssen Krupp AG;2009;SEIL;     2;     2;;;     4;;    1050;;;;;;;;;    3500013,9109999998;    5586141,5410000002;Aufzug zu Gleis 2/4
GLEIS 5/7;Bahnsteig Gl. 5/7;10420554;Personenaufzug HA 352;Nidda;4471;Thyssen Krupp AG;2009;SEIL;     2;     2;;;     4;;    1050;;;;;;;;;    3500003,5359999998;    5586152,4390000002;Aufzug zu Gleis 5/7
EG BSTGZUGANG;S-Bahnsteig;10421888;Personenaufzug HA 79;Sternschanze;2516;Thyssen Krupp AG;2010;SEIL;     2;     1;     2;     1;     5,9;AUßEN;    900;;;;;;;;;;;
;Personentunnel;10425924;Personenaufzug Gl 1;Bad Oeynhausen;315;OTIS GmbH & Co. OHG;2009;SEIL;     2;     1;     2;     1;     4,25;;    1050;"AUSG. ; GL 1";    1000;    2100;    1100;    2200;    2100;47KAK598;ZS2;    3486195,2719999999;    5785768,8449999997;Aufzug zwischen Gleis 1 und Tunnel
;Personentunnel;10425925;Personenaufzug Gl 2/3.;Bad Oeynhausen;315;OTIS GmbH & Co. OHG;2008;SEIL;     2;     1;     2;     1;     4,16;;    1050;"AUSG. ; GL 2/3";    1000;    2100;    1100;    2200;    2100;47KAK599;ZS2;    3486192,3229999999;    5785787,233;Aufzug zwischen Gleis 2/3 und Tunnel
OLSBERG BAHNSTEIG;Bahnsteig 01;10426116;Personenaufzug;Olsberg;4768;OTIS GmbH & Co. OHG;2008;SEIL;     2;     2;     0;     1;     5,93;;    1025;;;;;;;;;    3464170,1230000001;    5691865,8720000004;
BT A;Erdgeschoss;10426323;Personenaufzug Reisezentum OTIS 47KK8199;Hannover Hbf;2545;OTIS GmbH & Co. OHG;2000;SEIL;     5;     2;     6;     1,6;    16,600000000000001;;    650;;    900;    1400;    1100;    2300;    2100;47KK8199;ZS2;;;
BAHNSTEIG 1 GL. 2/3;Gl. 2+3;10426369;Personenaufzug;Wesel;6701;OTIS GmbH & Co. OHG;2008;SEIL;     2;     1;     1;     1;     4,41;;    1025;;;;;;;;;    3335863,1320000002;    5727270,5310000004;Aufzug zu Gleis 2/3
BAHNSTEIG 2 GL. 4/5;Gl. 4+5;10426370;Personenaufzug;Wesel;6701;OTIS GmbH & Co. OHG;2008;SEIL;     2;     1;     1;     1;     4,41;;    1025;;;;;;;;;    3335879,7420000001;    5727268,7819999997;Aufzug zu Gleis 4/5
;Mittelbahnsteig;10426539;AZ Gl. 3-4 Buckower Ch./F-Nr: 284007077;Berlin-Adlershof;534;Thyssen Krupp AG;2008;SEIL;     2;     1;     2;     1;     6,653000000000001;INNEN;    1000;"GL3/4;AUSG";    1000;    2100;    1100;    2300;    2100;284007077;ES2;;;"Aufzug zu Gleis 3/4 ; Ausgang Buckower Ch."
BSTG.2, GL.1/2,RI.WOLFRATSH.;Bahnsteig 2, Gl.1/2, S7 Ri.Wolfratshause;10427641;1100045 Personenaufzug;München Heimeranplatz;4235;OTIS GmbH & Co. OHG;2009;SEIL;     2;     2;     2;     1;     6,75;ZW. BSTG. + AUSG.. GARM.-STR.;    1400;BAHNSTEIGMITTE;;;;;;;;    3688544,037;    5335849,5310000004;"Aufzug zu Gleis 1/2 Richtung Wolfsrathausen ; Ausgang Garmanische Str."
OSTSEITE;Aufzug;10428110;Lastenaufzug Ost Tepper Nr. 21263;Hannover-Messe / Laatzen;3488;;1999;INDIREKT HYDRAULISCH;     4;     1;     4;     0,45;    12,9;;    630;;    900;    1400;    1100;    2200;    2100;21263;ES2;;;
;Insel-Bstg. Ri Borken/ Essen;10428509;Personenaufzug (HA 0043);Gladbeck West;2133;OTIS GmbH & Co. OHG;2009;SEIL;     2;     2;     2;;     5,75;;    1025;"GL1;GL2;AUSG";    1000;    2100;    920;    2100;    2100;47KAH932;;;;Aufzug zu Gleis 1/2 Richtung Borken/Essen
AM BAHNSTEIG 1;Schwenningen, Bahnsteig 1;10428709;Personenaufzug, Betreiber komplett Stadt;Schwenningen (Neckar);5752;OTIS GmbH & Co. OHG;2008;SEIL;     2;;;     1;     4,62;;    1000;;;;;;;;;    3465489,5520000001;    5324769,1710000001;
AM BAHNSTEIG 2;Schwenningen, Bahnsteig 2;10428710;Personenaufzug, Betreiber komplett Stadt;Schwenningen (Neckar);5752;OTIS GmbH & Co. OHG;2008;SEIL;     2;;;     1;     4,62;;    1000;;;;;;;;;    3465496,9190000002;    5324761,557;Aufzug zu Bstg 2
BSTG, GL.5/6;Bahnsteig II Gleis 5/6;10428719;Aufzug HA 1046 ( Gleis 5/6 ) neu;München-Pasing;4266;OTIS GmbH & Co. OHG;2009;SEIL;     2;     2;     2;     1;     4,96;GLEIS 5/6;    1650;BAHNSTEIGMITTE;    1100;    2100;    1600;    2200;    2100;47NAK373;;    3683158,7889999999;    5337621,9069999997;Aufzug zu Gleis 5/6
BSTG, GL.7/8;Bahnsteig III, Gleis 7/8;10428721;Aufzug HA 1047 ( Gleis 7/ 8 ) neu;München-Pasing;4266;OTIS GmbH & Co. OHG;2009;SEIL;     2;     2;     2;     1;     4,96;GLEIS 7/8;    1650;BAHNSTEIGMITTE;    1100;    2100;    1600;    2200;    2100;47NAK374;;    3683165,1710000001;    5337637,5520000001;Aufzug zu Gleis 7/8
SÜDFASSADE ROTER T.HA 0029;Erdgeschoss;10428838;Personenaufzug Südfassade 46101 010;Saarbrücken Hbf;5451;OTIS GmbH & Co. OHG;2009;SEIL;     7;     1;     7;     1,6;    21,850000000000001;;    1025;;;;;;;;;;;
;S-Bahnsteig 01;10429782;AZ Gl. 1-2 (Ausg. Nord)/F-Nr: 284009029;Westend;6708;Thyssen Krupp AG;2009;SEIL;     2;     2;     2;     1;     6,640000000000001;AUßEN;    1050;"GL1/2;AUSGANG NORD";    1000;    2100;    1100;    2150;    2100;284009029;ES2;    3790828,8100000001;    5829228,2529999996;"Aufzug zu Gleis 1/2 ; Ausgang Nord"
AUFZUG BSTG;Bahnsteig C Außenbahnsteig Gls 4;10429872;AZ Gl. 4 / Fabrik-Nr: 284007079;Baumschulenweg;430;Thyssen Krupp AG;2009;SEIL;     2;     2;     2;     1;     6,66;INNEN;    1050;"GL4;AUSGANG";    1000;    2100;    1100;    2200;    2100;284007079;ZS2;    3805120,2650000001;    5824427,3899999997;Aufzug zu Gleis 4
VORPLATZ HA 0030;Bahnsteigsbereich;10430547;Personenaufzug Vorpl. 46101-001;Brebach;838;Liftservice Montage GmbH;2000;HYDRAULISCH;     2;     2;     2;     0,65;     4,205;;    2375;;;;;;;;;    3356506,7250000001;    5455094,4539999999;
BAHNSTEIGBEREICH HA 0031;Bahnsteig 01;10430548;Personenaufzug Gl. 1 46101-002;Brebach;838;Liftservice Montage GmbH;2000;HYDRAULISCH;     2;     2;     2;     0,65;     3,805;;    2375;;;;;;;;;    3356483,4360000002;    5455091,2439999999;Aufzug zu Gleis 1
;Personentunnel;10430899;Personenaufzug Gl 6/7.;Herford;2708;Thyssen Krupp AG;2009;SEIL;     2;     2;     2;     1;     4,7;INNEN;    1050;"AUSG. ; GL 6/7";    1000;    2100;    1100;    2300;    2100;281508032;ZS2;    3477030,8909999998;    5776285,1270000003;Aufzug zwischen Gleis 6/7 und Tunnel
ZUM BSTG. 1;Personentunnel;10430949;HA 275  46101-001;Kriftel;3423;Thyssen Krupp AG;2008;SEIL;     2;     2;     2;;     4;;    1425;;;;;;;;;    3462509,9909999999;    5549693,9390000002;Aufzug zwischen Bstg 1 und Tunnel
ZUM BSTG. 2/3;Personentunnel;10430950;HA 276  46101-002;Kriftel;3423;Thyssen Krupp AG;2008;SEIL;     2;     2;;;     4;;    1425;;;;;;;;;    3462522,98;    5549673,1129999999;Aufzug zwischen Bstg 2/3 und Tunnel
BSTG.1 ZUM BSTG.6;Aufzugsschacht (Stahlkonstrukt) B.1>B.6;10431175;AZ Nr.1, BSTG.1 ZU BSTG.6 Fab.Nr.;Falkenberg (Elster);1752;OTIS GmbH & Co. OHG;2009;SEIL;     2;     2;     2;     1;     7,3;AUßEN FREISTEHEND;    1050;"GL1;GL6";    1000;    2250;    1100;    2300;    2100;47NAG362;ZS2;    3794412,8679999998;    5725073,9809999997;Aufzug zwischen Gleis 1 und Gleis 6
BAHNSTEIG- BRÜCKE;Bahnsteigbereich;10431198;Personenaufzug Gl 1/2;Porta Westfalica;4998;OTIS GmbH & Co. OHG;2009;SEIL;     2;     1;     2;     1;     6,63;AUßEN;    1000;"AUSG. ; GL 1+2";    1000;    2100;    1100;    2300;    2100;47KAJ892;ZS2;    3494661,75;    5790062,2400000002;Aufzug zwischen Gleis 1/2 und Brücke
PERSONENAUFZUG BAHNSTEIG MITTE;Technikgebäude westlich;10431248;HA 1048 Personenaufzug;München-Hirschgarten;8154;OTIS GmbH & Co. OHG;2009;SEIL;     2;     2;     1;     1;     6,65;GLEIS 1/2;    1650;BAHNSTEIGMITTE;    1100;    2100;    1600;    2190;    2100;47NAL287;;    3687547,1439999999;    5337020,7580000004;
;Bstg 3  Gl. 1-2 Richtung Düsseldorf;10431296;Personenaufzug 1/2 HA 0044;Essen Hbf;1690;;2009;SEIL;     2;     1;     2;;;;;"GL1;GL2;0OG";    1100;    2200;    1100;    2270;    2100;282208077;ES2;    3362084,9219999998;    5703724,3559999997;Aufzug zwischen Gleis 1/2 Richtung Düsseldorf und Erdgeschoss
;Bstg 4 Gl 4-6 beide Ri;10431297;Personenaufzug 4/6 HA 0045;Essen Hbf;1690;;2009;SEIL;     2;     1;     2;;;;;"GL4;GL6;0OG";    1100;    2200;    1100;    2270;    2100;282208076;ES2;    3362087,4330000002;    5703703,7359999996;Aufzug zwischen Gleis 4/6 und Erdgeschoss
;S-Bstg 5- Gl 7, Gl. 9, Gl 10;10431298;Personenaufzug 7/10 HA 0046;Essen Hbf;1690;;2009;SEIL;     2;     1;     2;;;;;"GL7;GL8;GL9;GL10;0OG";    1100;    2200;    1100;    2270;    2100;282208075;ES2;;;Aufzug zwischen Gleis 7/8/9/10 (2.Obergeschoss) und 1.Obergeschoss und Erdgeschoss
;S-Bstg 6 Gl. 11 Ri BO, Gl 12 Ri Kettwig;10431299;Personenaufzug 11/12 HA 0047;Essen Hbf;1690;;2009;SEIL;     2;     1;     2;;;;;"GL11;GL12;0OG";    1100;    2200;    1100;    2270;    2100;282208074;ES2;;;Aufzug zu Gleis 11/12 Richtung Bochum/Kettwig
;1. Zwischengeschoss (Empore);10431304;Lastenaufzug 5 (Empore);Essen Hbf;1690;;2009;SEIL;     3;     2;     3;     1;     6,020000000000001;;    1000;NICHTOEFFENTLICH;    1100;    2200;    1100;    2270;    2100;282208079;ES2;;;
;Empfangshalle;10431305;Lastenaufzug 6 (Anlieferung);Essen Hbf;1690;;2009;SEIL;     2;     1;     2;     1;     3,33;;    1000;NICHTOEFFENTLICH;    1100;    2150;    1100;    2170;    2100;282208080;ES2;;;
;2. Untergeschoss (ehem. Posttunnel);10431306;Lastenaufzug 12 (Posttunnel);Essen Hbf;1690;Thyssen Krupp;2009;SEIL;     2;     1;     2;     1;     4,33;;    2500;NICHTOEFFENTLICH;    1200;    2700;    1800;    2270;    2100;282208081;ES2;;;
BSTG.1 ZUM BSTG.7;Aufzugsschacht (Stahlkonstrukt) B.1>B.7;10431314;AZ Nr.2, BSTG.1 ZU BSTG.7 Fabr.Nr.;Falkenberg (Elster);1752;OTIS GmbH & Co. OHG;2009;SEIL;     2;     2;     2;     1;     7,26;AUßEN FREISTEHEND;    1050;"GL1;GL7";    1000;    2250;    1100;    2300;    2100;47NAG360;ZS2;    3794403,3360000001;    5725101,568;Aufzug zwischen Gleis 1 und Gleis 7
BSTG. 2/3 ZUM BSTG.6;Aufzugsschacht(Stahlkonstrukt) B.2/3>B.6;10431316;AZ Nr.3, BSTG 2/3 ZU BSTG.6 Fabr.Nr;Falkenberg (Elster);1752;OTIS GmbH & Co. OHG;2009;SEIL;     2;     2;     2;     1;     7,26;AUßEN FREISTEHEND;    1050;"GL2/3;GL6";    1000;    2250;    1100;    2300;    2100;47NAG361;ZS2;    3794423,895;    5725100,0729999999;Aufzug zwischen Gleis 2/3 und Gleis 6
;Bahnsteig 01;10431317;Personenaufzug (HA 0023);Mainz Römisches Theater;3900;OTIS GmbH & Co. OHG;2009;SEIL;     2;;;     1;     4,65;;    1025;;;;;;;;;    3448293,7259999998;    5539946,8339999998;
AUFZUG HA 318 GLEIS 1/2;Bahnsteig 1, Gleis 1/2;10431357;Aufzug HA 318 Gleis 1/2;Bensheim;488;OTIS GmbH & Co. OHG;2009;SEIL;     2;     2;     2;     1;     5;;    1070;;;;;;;;;    3472430,2880000002;    5504943,023;Aufzug zu Gleis 1/2
MITTELBAHNSTEIG;Mittelbahnsteig;10431359;HA  0043 Personenaufzug;Werl;6686;;2009;SEIL;     2;     1;     2;;     4,350000000000001;;    1025;;;;;;;;;;;
;Bahnsteig A Mittelbahnsteig Gls 3/5;10431472;AZ Gl. 3/5 / Fabrik-Nr: 284007078;Baumschulenweg;430;Thyssen Krupp AG;2009;SEIL;     2;     2;     2;     1;     6,66;INNEN;    1050;"GL3/5;AUSGANG";    1000;    2100;    1100;    2200;    2100;284007078;ZS2;    3805108,4410000001;    5824415,3289999999;Aufzug zu Gleis 3/5
;Bahnsteig 01;10431483;Aufzug Gl 2 HA 502;Biberach (Riß);613;Thyssen Krupp AG;2008;SEIL;     2;     4;     2;     1;     4,29;OBEN;    1050;;;;;;;;;    3559149,2719999999;    5329592,9299999997;Aufzug zu Gleis 2
;Bahnsteig 02;10431484;Aufzug Gl 3/4 HA 503;Biberach (Riß);613;Thyssen Krupp AG;2008;SEIL;     2;     4;     2;     1;     4,29;OBEN;    1050;;;;;;;;;    3559170,7039999999;    5329594,6210000003;Aufzug zu Gleis 3/4
;Bahnsteig;10432051;AZ Gl. 1-2 / Fabrik-Nr: 284009043;Feuerbachstraße;1787;Thyssen Krupp AG;2009;SEIL;     2;     2;     2;     1;     5,17;AUßEN;    1050;"GL1/2;AUSGANG";    1000;    2100;    1100;    2200;    2100;284009043;ZS2;    3794484,6579999998;    5823347,2850000001;Aufzug zu Gleis 1/2
;Bahnsteig;10432052;AZ Gl. 1-2 - PU / Fabrik-Nr: 284009045;Berlin-Lichterfelde West;550;Thyssen Krupp AG;2009;SEIL;     2;     2;     2;     1;     3,66;AUßEN;    1050;"TUNNEL;AUSGANG";    1000;    2100;    1100;    2200;    2100;284009045;ZS2;;;Aufzug zwischen Gleis 1/2 und Tunnel
;Bahnsteig;10432053;AZ PU - Ausgang / Fabrik-Nr: 284009044;Berlin-Lichterfelde West;550;Thyssen Krupp AG;2009;SEIL;     2;     2;     2;     1;     4,05;AUßEN;    1050;"GL1/2;TUNNEL";    1000;    2100;    1100;    2200;    2100;284009044;ZS2;;;Aufzug zwischen Gleis 1/2 und Tunnel
;Bahnsteig 01;10432064;Personenaufzug (HA 0024);Worms Hbf;6887;OTIS GmbH & Co. OHG;2010;SEIL;     2;;     6;     1;     3,94;VERTIKAL;    1070;;;;;;;;;    3453606,1719999998;    5499997,8600000003;
;Bahnsteig 02;10432065;Personenaufzug (HA 0025);Worms Hbf;6887;OTIS GmbH & Co. OHG;2009;SEIL;     2;;     6;     1;     4,18;VERTIKAL;    1070;;;;;;;;;    3453589,4959999998;    5499999,8959999997;Aufzug zu Bstg 2
;Bahnsteig 03;10432066;Personenaufzug ( HA 0026);Worms Hbf;6887;OTIS GmbH & Co. OHG;2009;SEIL;     2;;     6;;     4,34;VERTIKAL;    1070;;;;;;;;;    3453574,176;    5500001,7060000002;Aufzug zu Bstg 3
;Inselbahnsteig  1/2;10432083;AZ  Fab. 47KAL202;Dallgow-Döberitz;1116;OTIS GmbH & Co. OHG;2009;SEIL;     2;     1;     4;     1;     4,060000000000001;BSTG ENDE;    1000;BSTG ENDE;    1000;    1800;    1300;    2200;    2000;47KAL202;ZS2;    3775300,1490000002;    5831144,449;Aufzug zu Bstg 1/2 (Ende)
;Personentunnel;10433630;Personenaufzug Gl 4/5;Herford;2708;Thyssen Krupp AG;2010;SEIL;     2;     2;     2;     1;     4,7;INNEN;    1050;"AUSG. ; GL 4/5";    1000;    2100;    1100;    2300;    2100;281508031;ZS2;    3477045,5010000002;    5776276,1830000002;Aufzug zwischen Gleis 4/5 und Tunnel
BAHNSTEIG B GLEIS 3-4;Bahnsteig B Gleis 3/4+11;10435186;Personenaufzug OTIS 47NAL780;Braunschweig Hbf;835;OTIS GmbH & Co. OHG;2010;SEIL;     2;     2;     2;     1;     4,43;;    1050;;;;;;;;;;;Aufzug zu Gleis 3/4
BAHNSTEIG C GLEIS 5-6;Bahnsteig C Gleis 5/6;10435187;Personenaufzug OTIS 47NAL781;Braunschweig Hbf;835;OTIS GmbH & Co. OHG;2010;SEIL;     2;     2;     2;     1;     4,83;;    1050;;;;;;;;;;;Aufzug zu Gleis 5/6
BAHNSTEIG D GLEIS 7-8;Bahnsteig D Gleis 7/8;10435192;Personenaufzug OTIS 47NAL782;Braunschweig Hbf;835;OTIS GmbH & Co. OHG;2010;SEIL;     2;     2;     2;     1;     4,79;;    1050;;;;;;;;;;;Aufzug zu Gleis 7/8
BSTG GLEIS 1;Bahnsteigbereich Gl. 1;10435195;Personenaufzug HA 360;Bad Nauheim;310;Thyssen Krupp AG;2010;SEIL;     2;     2;     3;     1;     4;;    1050;;;;;;;;;    3482209,5010000002;    5581362,7170000002;Aufzug zu Gleis 1
BSTG GLEIS 2/3;Bahnsteigbereich Gl. 2/3;10435198;Personenaufzug HA 361;Bad Nauheim;310;Thyssen Krupp AG;2010;SEIL;     2;     2;     3;     1;     4;;    1050;;;;;;;;;    3482228,909;    5581367,4189999998;Aufzug zu Gleis 2/3
